@RELATION LoLDatabase

@ATTRIBUTE ROLE        						{SUPPORT,TOP,MID,ADC,JUNGLE}
@ATTRIBUTE TOTAL_SESSIONS					NUMERIC
@ATTRIBUTE TOTAL_CHAMP_KILL					NUMERIC
@ATTRIBUTE TOTAL_DEATHS						NUMERIC
@ATTRIBUTE TOTAL_ASSISTS					NUMERIC
@ATTRIBUTE TOTAL_MINION_KILLS				NUMERIC
@ATTRIBUTE TOTAL_NEUTRAL_MINIONS			NUMERIC
@ATTRIBUTE TOTAL_DAMAGE_DEALT 				NUMERIC
@ATTRIBUTE TOTAL_DAMAGE_TAKEN 				NUMERIC
@ATTRIBUTE TOTAL_GOLD_EARNED				NUMERIC
@ATTRIBUTE TOTAL_HEAL 						NUMERIC
@ATTRIBUTE TOTAL_MAGIC_DAMAGE_DEALT			NUMERIC
@ATTRIBUTE TOTAL_PHYSICAL_DAMAGE_DEALT		NUMERIC
@ATTRIBUTE TOTAL_DOUBLE_KILLS				NUMERIC
@ATTRIBUTE TOTAL_FIRST_BLOOD				NUMERIC
@ATTRIBUTE TOTAL_PENTA_KILLS				NUMERIC
@ATTRIBUTE TOTAL_QUADRA_KILLS				NUMERIC
@ATTRIBUTE TOTAL_TRIPLE_KILLS				NUMERIC
@ATTRIBUTE TOTAL_TURRETS_KILLED				NUMERIC
@ATTRIBUTE TOTAL_UNREAL_KILLS				NUMERIC

@DATA
SUPPORT, 677, 1700, 3476, 8250, 34896, 1635, 29508252, 11388310, 6270665, 2869464, 11793140, 16819863, 94, 0, 1, 2, 5, 374, 0, 14, 1806, 8
SUPPORT, 234, 1049, 1311, 2291, 25742, 1683, 21698428, 4717018, 2489948, 667522, 6320102, 14881303, 92, 0, 0, 0, 10, 198, 0, 23, 1920, 11
SUPPORT, 449, 1576, 2257, 5100, 31059, 2298, 27841500, 8344623, 4432571, 1801404, 10896174, 15978075, 141, 0, 0, 4, 24, 291, 0, 28, 3006, 16
SUPPORT, 855, 1961, 3336, 9725, 32891, 9307, 38069329, 14866506, 7794434, 4325417, 19601003, 16734011, 77, 0, 0, 0, 2, 350, 0, 16, 983, 13
SUPPORT, 489, 1428, 1939, 5849, 36490, 1573, 30506714, 7152316, 4930823, 2942698, 25285126, 4603785, 90, 0, 0, 0, 11, 214, 0, 18, 1657, 17
SUPPORT, 433, 1869, 1884, 4623, 38797, 2665, 29040912, 7749951, 4491452, 2337181, 12574454, 15417753, 168, 0, 0, 3, 21, 273, 0, 24, 2034, 16
SUPPORT, 797, 1472, 4211, 10217, 25138, 194, 17235102, 15527193, 6779345, 4196890, 9516810, 4786873, 19, 0, 0, 1, 1, 143, 0, 14, 880, 9
SUPPORT, 268, 516, 1424, 3351, 9196, 215, 8000379, 4909531, 2295437, 823620, 3713724, 3968665, 27, 0, 0, 0, 3, 97, 0, 11, 1518, 6
SUPPORT, 351, 974, 959, 3706, 15076, 5857, 21058445, 6587479, 3421910, 2282599, 10916622, 6675373, 37, 0, 0, 0, 0, 132, 0, 17, 1108, 8
SUPPORT, 537, 1247, 2918, 6429, 29083, 1473, 24667659, 9935660, 4970760, 2147028, 17026066, 6100636, 63, 0, 0, 0, 4, 199, 0, 18, 1585, 10
